OTUID,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Domain,Phylum,Class,Order,Family,Genus,Species
OUT_323,2,0,6,4,2,0,2,4,4,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. WM-2
OUT_324,1,1,3,6,2,0,5,0,4,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured Caulobacteraceae bacterium
OUT_325,1,4,3,3,5,4,1,0,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. Z0-YC6813
OUT_326,1,6,1,0,4,0,7,1,2,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OUT_327,1,2,2,2,1,2,5,7,0,2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured actinobacterium
OUT_328,2,3,2,2,6,0,4,1,2,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pichinotyi
OUT_329,3,2,1,6,2,1,2,2,2,3,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,uncultured bacterium
OUT_330,2,6,2,4,0,1,3,1,3,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,uncultured bacterium
OUT_331,1,0,0,7,7,2,0,0,0,7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured Sphingomonadaceae bacterium
OUT_332,1,1,0,4,5,1,2,8,1,1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,uncultured bacterium
OUT_333,2,3,2,0,2,2,1,5,3,4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_334,0,0,2,2,0,1,2,3,8,6,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea longicatena
OUT_335,6,3,0,3,4,1,1,1,3,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_336,0,9,2,0,0,7,3,1,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cedecea,uncultured bacterium
OUT_337,1,3,1,3,2,2,7,1,2,1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. CC980219-11
OUT_338,0,2,0,0,0,10,3,7,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,uncultured bacterium
OUT_339,3,3,5,1,1,2,3,2,2,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
OUT_340,0,3,0,0,0,8,5,5,1,1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. TJ18b
OUT_341,4,0,0,2,1,4,4,4,3,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_342,3,2,0,2,4,4,4,2,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. W6
OUT_343,4,2,1,5,3,0,4,3,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
OUT_344,1,5,0,6,0,4,5,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured bacterium
OUT_345,1,1,2,2,1,4,7,2,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,uncultured Sphingomonas sp.
OUT_346,5,3,2,1,0,1,3,2,1,4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_347,3,1,2,6,1,3,1,2,3,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Bacillus sp. YT0042
OUT_348,0,4,1,3,6,2,1,0,2,3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured Firmicutes bacterium
OUT_349,2,1,6,0,1,2,3,0,0,7,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,uncultured gamma proteobacterium
OUT_350,6,3,3,0,0,5,1,1,0,3,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family,Bryobacter,uncultured bacterium
OUT_351,3,2,1,4,2,2,1,3,0,4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus ginsengihumi
OUT_352,1,5,0,4,3,2,1,3,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,uncultured bacterium
OUT_353,3,1,7,0,3,2,1,2,1,2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Bacteroidetes bacterium
OUT_354,2,2,0,2,3,1,6,2,3,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. NBK47
OUT_355,3,4,1,0,2,4,3,0,3,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OUT_356,0,3,14,0,0,0,3,1,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,uncultured Halomonas sp.
OUT_357,1,5,1,5,3,0,1,0,5,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus carboniphilus
OUT_358,4,0,3,3,1,2,3,1,5,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. IIPON6
OUT_359,4,2,1,4,3,5,0,2,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. PP10
OUT_360,0,1,0,0,0,20,1,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. XJ 1-6-5
OUT_361,1,3,1,4,1,3,2,1,4,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,uncultured bacterium
OUT_362,1,7,2,0,1,3,2,0,2,3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_363,2,4,0,1,3,2,4,3,1,1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. EMB 74
OUT_364,0,5,0,1,1,10,4,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OUT_365,2,7,1,4,0,0,0,5,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,uncultured Asticcacaulis sp.
OUT_366,2,2,3,1,2,2,4,1,4,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_367,5,1,1,5,2,0,0,1,3,3,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,uncultured bacterium
OUT_368,2,0,6,2,2,2,1,2,3,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OUT_369,1,3,3,0,1,0,2,2,6,3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cibi
OUT_370,1,2,2,9,1,2,1,2,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,uncultured bacterium
OUT_371,3,1,1,2,9,0,1,1,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,uncultured bacterium
OUT_372,2,0,0,4,4,0,2,7,1,0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,uncultured Bacteroidetes bacterium
OUT_373,1,4,0,3,2,2,2,4,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_374,2,2,3,3,2,1,0,3,1,3,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,uncultured bacterium
OUT_375,0,6,4,1,1,1,2,0,2,3,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. W-NB-18
OUT_376,4,2,0,6,5,0,0,1,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_377,2,4,3,1,4,0,1,1,3,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. JL21
OUT_378,3,2,1,2,2,1,3,2,2,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured alpha proteobacterium
OUT_379,4,2,2,0,3,3,1,1,1,3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia submarina
OUT_380,1,2,0,6,1,1,0,3,3,3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermodenitrificans
OUT_381,0,0,0,0,0,0,0,20,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,Olivibacter sp. LC224
OUT_382,5,0,2,0,1,0,2,4,3,3,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
OUT_383,6,0,1,2,2,2,0,1,3,3,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,uncultured bacterium
OUT_384,4,0,1,0,0,3,7,1,2,2,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. WMMB 458
OUT_385,2,6,0,0,1,5,0,1,2,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_386,3,1,1,2,3,1,0,3,2,3,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
OUT_387,0,3,3,0,2,0,2,5,1,3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_388,0,5,0,8,3,2,0,0,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured Bacillus sp.
OUT_389,1,1,4,1,2,1,1,4,2,2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,uncultured bacterium
OUT_390,2,1,0,0,11,1,3,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium chlorophenolicum
OUT_391,3,3,1,0,3,2,1,1,2,3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_392,4,1,2,0,4,1,1,0,4,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,beta proteobacterium HF006
OUT_393,1,2,3,1,2,0,1,3,1,5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured alpha proteobacterium
OUT_394,4,2,2,1,3,1,3,3,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OUT_395,0,2,1,1,4,0,1,2,6,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,uncultured bacterium
OUT_396,3,5,0,3,4,1,2,1,0,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured Nitrospiraceae bacterium
OUT_397,2,6,0,3,0,2,0,3,2,1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora sp. G2X67
OUT_398,0,3,1,6,3,3,1,1,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,uncultured bacterium
OUT_399,4,4,2,1,2,1,3,2,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. FSBSN2
OUT_400,0,4,3,0,0,4,5,2,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. Ebht3
OUT_401,1,3,0,2,4,1,5,3,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured alpha proteobacterium
OUT_402,4,1,2,1,2,3,2,2,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OUT_403,1,1,5,0,0,1,1,10,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,Cellulomonas sp. IFO16242
OUT_404,6,1,0,2,3,1,0,2,2,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OUT_405,1,5,0,2,2,1,3,1,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 1NLA3E
OUT_406,3,1,1,2,1,4,0,1,2,3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pontibacter,Pontibacter populi
OUT_407,2,2,2,0,1,1,6,2,1,1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured bacterium
OUT_408,0,0,0,10,3,1,0,3,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. RNS-1
OUT_409,2,0,3,2,2,0,1,0,3,5,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,uncultured bacterium
OUT_410,7,0,2,0,6,1,0,0,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Serpens flexibilis
OUT_411,2,0,1,1,4,0,2,1,6,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus hwajinpoensis
OUT_412,0,5,0,1,3,1,1,3,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula,uncultured bacterium
OUT_413,2,2,2,0,5,1,2,0,2,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,uncultured bacterium
OUT_414,0,3,3,1,0,5,2,0,2,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,uncultured bacterium
OUT_415,3,1,1,1,3,1,0,3,0,4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_416,1,2,2,1,1,5,1,3,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,[Pseudomonas] geniculata
OUT_417,0,3,3,0,0,2,2,0,1,6,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,uncultured bacterium
OUT_418,1,1,3,0,1,2,1,6,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,uncultured bacterium
OUT_419,3,1,0,1,1,3,1,1,5,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OUT_420,0,0,1,0,1,4,7,2,1,1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
OUT_421,3,1,1,3,2,1,3,1,1,1,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured Gemmatimonadetes bacterium
OUT_422,2,3,0,6,1,1,1,2,1,0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,uncultured bacterium
OUT_423,1,1,1,1,3,1,3,0,2,4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_424,1,2,0,2,3,1,0,7,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,uncultured Caulobacterales bacterium
OUT_425,1,3,1,1,3,0,1,3,2,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,uncultured bacterium
OUT_426,4,1,0,3,5,0,1,0,3,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,uncultured bacterium
OUT_427,1,1,0,0,1,0,1,1,10,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus benzoevorans
OUT_428,2,2,6,1,2,1,0,2,0,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,Chitinophaga sp. LAM9153
OUT_429,0,1,2,0,3,1,4,4,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OUT_430,0,6,2,2,1,1,2,1,1,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. b3W6a-b1
OUT_431,1,2,2,2,3,4,0,0,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_432,4,2,1,1,0,1,2,0,3,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp. KC-IT-W2
OUT_433,2,1,0,3,0,2,1,2,4,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. LCSAOTU9
OUT_434,1,2,1,3,1,4,2,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,uncultured actinobacterium
OUT_435,4,0,7,0,1,1,0,0,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_436,2,0,3,3,0,1,2,3,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_437,2,2,3,1,1,0,0,2,1,4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,Punica granatum (pomegranate)
OUT_438,3,1,1,0,3,0,1,2,1,4,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family,Bryobacter,uncultured bacterium
OUT_439,4,2,0,0,4,0,5,0,1,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. A2
OUT_440,4,0,1,0,5,1,2,0,0,3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,uncultured bacterium
OUT_441,0,1,0,1,3,3,4,3,1,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. L1E08A
OUT_442,1,0,2,4,3,1,2,0,0,3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_443,2,1,3,2,5,0,2,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,uncultured bacterium
OUT_444,1,4,1,2,0,1,3,3,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,uncultured compost bacterium
OUT_445,0,2,1,1,2,1,2,1,5,1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,uncultured bacterium
OUT_446,0,0,5,0,0,0,0,0,6,5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
OUT_447,0,0,0,2,0,3,4,5,1,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OUT_448,1,1,2,1,1,1,1,2,0,6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Ornithinibacillus sp. GIESS002
OUT_449,1,5,1,0,0,1,2,1,2,3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured Paenibacillaceae bacterium
OUT_450,2,2,2,0,0,2,5,1,2,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,uncultured bacterium
OUT_451,1,2,1,1,4,0,1,0,5,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus horneckiae
OUT_452,3,3,0,1,3,3,0,2,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_453,1,0,1,0,2,4,1,0,1,6,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family,Bryobacter,uncultured Acidobacteria bacterium
OUT_454,2,1,2,4,0,0,1,4,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,uncultured bacterium
OUT_455,0,4,2,0,0,4,0,2,2,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,uncultured bacterium
OUT_456,0,0,4,0,0,1,0,1,7,3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,uncultured Xanthomonadaceae bacterium
OUT_457,2,3,1,3,3,0,0,2,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. XJ148-N30-3
OUT_458,0,2,1,0,3,1,2,1,3,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OUT_459,1,1,0,1,1,1,4,5,0,1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. enrichment culture clone O8
OUT_460,1,3,0,2,2,1,1,1,2,2,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,uncultured bacterium
OUT_461,2,2,0,2,2,2,0,0,3,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_462,1,4,0,0,1,2,4,1,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_463,1,2,0,1,0,2,4,2,3,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured bacterium
OUT_464,0,3,2,1,3,3,1,0,0,2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Virgibacillus sp. JANV-5
OUT_465,1,1,1,3,3,5,1,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_466,2,0,2,5,1,0,2,1,2,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,uncultured bacterium
OUT_467,1,2,0,0,1,4,2,3,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,uncultured Rhizobiales bacterium
OUT_468,1,1,0,3,0,0,0,5,0,5,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. GBA_111-04
OUT_469,2,1,0,1,2,4,4,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_470,3,2,3,0,0,3,2,0,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pocheonensis
OUT_471,2,0,4,0,0,1,2,2,2,2,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces sp. FRBN9
OUT_472,0,10,0,0,0,1,0,0,2,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,uncultured bacterium
OUT_473,1,3,0,4,2,2,0,2,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,uncultured bacterium
OUT_474,2,1,4,1,1,1,2,1,1,1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous
OUT_475,3,2,1,0,3,1,1,4,0,0,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,uncultured bacterium
OUT_476,0,0,2,1,1,0,0,1,8,2,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,uncultured bacterium
OUT_477,1,1,1,2,1,0,0,5,3,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas nitroreducens
OUT_478,1,4,3,2,1,2,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured alpha proteobacterium
OUT_479,3,0,1,1,1,3,0,0,4,1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,Dactylosporangium matsuzakiense
OUT_480,2,1,1,0,1,0,2,3,1,3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OUT_481,0,0,4,1,1,3,0,1,2,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,uncultured bacterium
OUT_482,1,1,2,1,1,0,2,2,0,4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured bacterium
